Food name in English;WATER(g);PROTCNT(g);FATCE(g);CHOAVLDF(g);SUGAR(g);FIBTG(g);FIBND(g);FIBAD(g);FIBC(g);ASH(g);CELLU(g);LIGN(g);HEMCEL(g)
Date palm, ashahal, green stage, yellowish red or yellowish pink, raw;;;;;;;;;;;;;
Date palm, ashahal, ripening stage, brown, raw;;;;;;;;;;;;;
Date palm, ashahal, pooled (green + ripening stage), raw;;;;;;;;;;;;;
Date palm, Behri, green stage, yellow, raw;;;;;;;;;;;;;
Date palm, Behri, ripening stage, light brown or amber, raw;;;;;;;;;;;;;
Date palm, Behri, pooled (green + ripening stage), raw;;;;;;;;;;;;;
Date palm, Hallaw, green stage, yellowish red, raw;;;;;;;;;;;;;
Date palm, Hallaw, ripening stage, amber, raw;;;;;;;;;;;;;
Date palm, Hallaw, pooled (green + ripening stage), raw;;;;;;;;;;;;;
Date palm, Khalas, green stage, yellow to orange, raw;;;;;;;;;;;;;
Date palm, Khalas, ripening stage, amber, raw;;;;;;;;;;;;;
Date palm, Khalas, pooled (green + ripening stage), raw;;;;;;;;;;;;;
Date palm, Khawaja, green stage, yellow, raw;;;;;;;;;;;;;
Date palm, Khawaja, ripening stage, light brown or amber, raw;;;;;;;;;;;;;
Date palm, Khawaja, pooled (green + ripening stage), raw;;;;;;;;;;;;;
Date palm, Khunaizi, green stage, red or pink, raw;;;;;;;;;;;;;
Date palm, Khunaizi, ripening stage, black, raw;;;;;;;;;;;;;
Date palm, Khunaizi, pooled (green + ripening stage), raw;;;;;;;;;;;;;
Date palm, Khusbah Asfoor, green stage, red, raw;;;;;;;;;;;;;
Date palm, Khusbah Asfoor, ripening stage, black, raw;;;;;;;;;;;;;
Date palm, Khusbah Asfoor, pooled (green + ripening stage), raw;;;;;;;;;;;;;
Date palm, Mawaji, green stage, red, raw;;;;;;;;;;;;;
Date palm, Mawaji, ripening stage, black, raw;;;;;;;;;;;;;
Date palm, Mawaji, pooled (green + ripening stage), raw;;;;;;;;;;;;;
Date palm, Murzaban, green stage, yellow, raw;;;;;;;;;;;;;
Date palm, Murzaban, ripening stage, black, raw;;;;;;;;;;;;;
Date palm, Murzaban, pooled (green + ripening stage), raw;;;;;;;;;;;;;
Date palm, Sheesi, pooled (green + ripening stage), raw;;;;;;;;;;;;;
Date palm, Khalas, flesh, fully ripe, raw;22.1;2.1033;;;;;;;;1.54242;;;
Date palm, Barhee, flesh, fully ripe, raw;20.6;1.985;;;;;;;;1.8262;;;
Date palm, Fard, flesh, fully ripe, raw;21.7;2.0358;;;;;;;;1.84788;;;
Date palm, Boumaan, flesh, fully ripe, raw;20.3;1.8331;;;;;;;;1.45851;;;
Date palm, Ruzeiz, flesh, fully ripe, raw;21.1;1.8936;;;;;;;;1.57011;;;
Strawberry, Alba, ripe, raw;92.8;;;;;;;;;;;;
Strawberry, Irma, ripe, raw;94.7;;;;;;;;;;;;
Strawberry, Patty, ripe, raw;93.9;;;;;;;;;;;;
Strawberry, Aldria, ripe, raw;94;;;;;;;;;;;;
Strawberry, Sveva, ripe, raw;92.8;;;;;;;;;;;;
Strawberry, AN99.78.51, ripe, raw;93.2;;;;;;;;;;;;
Strawberry, AN94.414.52, ripe, raw;87.5;;;;;;;;;;;;
Strawberry, AN03.338.51, ripe, raw;90.7;;;;;;;;;;;;
Strawberry, AN00.239.55, ripe, raw;91.6;;;;;;;;;;;;
Indian star apple fruit, fully ripe, pulp, raw;60.9;2.3;;;;;;;;1.4;;;
Apple, Elan, peel, raw;78;;;;;;;;;;;;
Apple, Elstar, peel, raw;78.3;;;;;;;;;;;;
Apple, Fiesta, peel, raw;77.3;;;;;;;;;;;;
Apple, Fuji, peel, raw;76.3;;;;;;;;;;;;
Apple, Gala, peel, raw;78.4;;;;;;;;;;;;
Apple, Gloster, peel, raw;75.9;;;;;;;;;;;;
Apple, Golden delicious, peel, raw;75.6;;;;;;;;;;;;
Apple, Granny Smith, peel, raw;76.5;;;;;;;;;;;;
Apple, Idared, peel, raw;79;;;;;;;;;;;;
Apple, Jonamac, peel, raw;76.6;;;;;;;;;;;;
Apple, McIntosh, peel, raw;78.8;;;;;;;;;;;;
Apple, Monroe, peel, raw;76.9;;;;;;;;;;;;
Apple, Pilot, peel, raw;73.3;;;;;;;;;;;;
Apple, Pinova, peel, raw;73;;;;;;;;;;;;
Apple, Prima, peel, raw;81.2;;;;;;;;;;;;
Apple, Priscilla, peel, raw;79;;;;;;;;;;;;
Apple, Red Rome, peel, raw;78.3;;;;;;;;;;;;
Apple, Rubin, peel, raw;80.1;;;;;;;;;;;;
Apple, Starking dDelicious, peel, raw;71.5;;;;;;;;;;;;
Apple, Elan, whole fruit, raw;83.7;;;;;;;;;;;;
Apple, Elstar, whole fruit, raw;82.9;;;;;;;;;;;;
Apple, Fiesta, whole fruit, raw;84.8;;;;;;;;;;;;
Apple, Fuji, whole fruit, raw;84.7;;;;;;;;;;;;
Apple, Gala, whole fruit, raw;85.3;;;;;;;;;;;;
Apple, Gloster, whole fruit, raw;84.5;;;;;;;;;;;;
Apple, Golden delicious, whole fruit, raw;82.9;;;;;;;;;;;;
Apple, Granny Smith, whole fruit, raw;84.6;;;;;;;;;;;;
Apple, Idared, whole fruit, raw;85.8;;;;;;;;;;;;
Apple, Jonamac, whole fruit, raw;83.9;;;;;;;;;;;;
Apple, McIntosh, whole fruit, raw;86.2;;;;;;;;;;;;
Apple, Monroe, whole fruit, raw;83.3;;;;;;;;;;;;
Apple, Pilot, whole fruit, raw;81.1;;;;;;;;;;;;
Apple, Pinova, whole fruit, raw;80.7;;;;;;;;;;;;
Apple, Prima, whole fruit, raw;86.4;;;;;;;;;;;;
Apple, Priscilla, whole fruit, raw;83;;;;;;;;;;;;
Apple, Red Rome, whole fruit, raw;85.6;;;;;;;;;;;;
Apple, Rubin, whole fruit, raw;84.9;;;;;;;;;;;;
Citrus fruit, Wando, peel, mature, deep yellow, raw;;;;;;;;;;;;;
Citrus fruit, Wando, flesh, mature, deep yellow, raw;;;;;;;;;;;;;
Citrus fruit, Goheung, peel, mature, deep yellow, raw;;;;;;;;;;;;;
Citrus fruit, Goheung, flesh, mature, deep yellow, raw;;;;;;;;;;;;;
Citrus fruit, Sadeung peel, mature, deep yellow, raw;;;;;;;;;;;;;
Citrus fruit, Sadeung, flesh, mature, deep yellow, raw;;;;;;;;;;;;;
Citrus fruit, Wando, peel, green, raw;;;;;;;;;;;;;
Citrus fruit, Wando, peel, yellow, raw;;;;;;;;;;;;;
Citrus fruit, Wando, peel, deep yellow, raw;;;;;;;;;;;;;
Citrus fruit, Wando, flesh, green, raw;;;;;;;;;;;;;
Citrus fruit, Wando, flesh, yellow, raw;;;;;;;;;;;;;
Citrus fruit, Wando, flesh, deep yellow, raw;;;;;;;;;;;;;
Bigney berry, Sangkrow NO.2, fresh, raw;75.25;;;;;;;;;;;;
Bigney berry, Fapratan, fresh, raw;72.82;;;;;;;;;;;;
Bigney berry, Sangkrow NO.1, fresh, raw;70.41;;;;;;;;;;;;
Bigney berry, Maeloogdog, fresh, raw;71.5;;;;;;;;;;;;
Bigney berry, Phuchong, fresh, raw;72.63;;;;;;;;;;;;
Bigney berry, Sangkrow NO.4, fresh, raw;73.39;;;;;;;;;;;;
Bigney berry, Sangkrow NO.3, fresh, raw;75.01;;;;;;;;;;;;
Bigney berry, Sangkrow NO.5, fresh, raw;67.66;;;;;;;;;;;;
Bigney berry, Lompat, fresh, raw;69.13;;;;;;;;;;;;
Bigney berry, Nonkloy, fresh, raw;71.86;;;;;;;;;;;;
Bigney berry, Sangkrow NO.8, fresh, raw;69.55;;;;;;;;;;;;
Bigney berry, Kumlhai, fresh, raw;74.19;;;;;;;;;;;;
Bigney berry, Chompphupan, fresh, raw;76.34;;;;;;;;;;;;
Bigney berry, Sangkrow NO.7, fresh, raw;71.67;;;;;;;;;;;;
Bigney berry, Yaiswang, fresh, raw;70.92;;;;;;;;;;;;
Apple, Braeburn, fresh, raw;85;;;;;;;;;;;;
Apple, Bramley, fresh, raw;87;;;;;;;;;;;;
Apple, Cripps Pink, fresh, raw;83;;;;;;;;;;;;
Apple, Empire, fresh, raw;84;;;;;;;;;;;;
Apple, Fuji, fresh, raw;83;;;;;;;;;;;;
Apple, Golden Delicious, fresh, raw;84;;;;;;;;;;;;
Apple, Granny Smith, fresh, raw;81;;;;;;;;;;;;
Apple, Red Delicious, fresh, raw;88;;;;;;;;;;;;
Apple, Royal Gala, fresh, raw;84;;;;;;;;;;;;
Pear, conference, fresh, raw;86;;;;;;;;;;;;
Pear, Forelle, fresh, raw;83;;;;;;;;;;;;
Pear, Peckham's, fresh, raw;84;;;;;;;;;;;;
Pear, Taylor's, fresh, raw;85;;;;;;;;;;;;
Peach, Spring Bell, fresh, raw;83;;;;;;;;;;;;
Plum, Royal Garnet, fresh, raw;84;;;;;;;;;;;;
Kiwi, fresh, raw;87;;;;;;;;;;;;
Fruit flesh, raw;86.4;2.7;0.3;9;;;;;0.9;0.7;;;
Wild plum, fruit flesh, raw;87.4;0.7;0.2;9.1;;;;;1.7;0.8;;;
Live-long/ live-long lannea/ tree grape, fruit flesh, raw;81.3;2.2;0.9;10.3;;;;;4.2;1.1;;;
False marula, fruit flesh, raw;81.8;;;;;;;;;;;;
Namaqua Resin Tree, fruit flesh, raw;76.6;2.5;2;14.4;;;;;2.8;1.7;;;
Fruit flesh, Rhus macowanii, raw;84.1;;;;;;;;;;;;
Marula, fruit flesh, raw;85;0.5;0.4;12;;;;;1.2;0.9;;;
African custard-apple/ wild custard apple/ wild soursop, fruit flesh, raw;77.2;1.7;1.5;14.5;;;;;3.9;1.2;;;
Large hook-berry/ Purple hook-berry, fruit flesh, raw;82.3;0.5;0.8;10.4;;;;;5.2;0.8;;;
Num-num, fruit flesh, raw;81.6;0.7;1.2;14;;;;;1.8;0.7;;;
Natal plum/ big num-num, fruit flesh, raw;68.7;;;;;;;;;;;;
Natal Plum, whole fruit, raw;79.7;0.5;1.1;16.4;;;;;1.6;0.7;;;
Wild Apricot, fruit flesh, raw;78.7;0.8;0.4;18.4;;;;;1.3;0.4;;;
Rubber vine/ Sand apricot-vine, fruit flesh, raw;76.2;0.6;0.6;21.6;;;;;0.5;0.5;;;
Climbing wild apricot, fruit flesh, raw;81.3;0.6;0.2;16.5;;;;;0.7;0.7;;;
African heart-vine, whole fruit, raw;88.1;2.3;0.2;6.6;;;;;1.5;1.3;;;
Deurmekaarbos, fruit flesh, raw;85.6;1.7;0.3;10.4;;;;;0.7;1.3;;;
Indian fig opuntia/ barbary fig/ prickly pear, fruit flesh, raw;88.4;0.7;0.1;10.2;;;;;0.2;0.4;;;
Koo-boo berry, fruit flesh, raw;75.4;0.8;0.3;18.9;;;;;3.5;1.1;;;
Fruit flesh, raw;73.4;1.4;0.7;17.6;;;;;6;0.9;;;
Saffron/ saffron wood/ forest saffron, fruit flesh, raw;64.7;0.9;0.4;27.2;;;;;3.2;3.6;;;
Cape Saffron/ Bastard Saffron/ Forest Spoonwood, fruit flesh, raw;85.7;1.1;0.8;9.3;;;;;2;1.1;;;
Koko tree, fruit flesh, raw;60.3;;;;;;;;;;;;
Fruit flesh, raw;83.8;1.1;0.3;13.5;;;;;0.7;0.6;;;
Mobola Plum, fruit flesh, raw;64.6;1.6;0.5;28.9;;;;;2.9;1.5;;;
African Mangosteen/ Lowveld Mangosteen/ Imbe, fruit flesh, raw;83.9;0.8;0.3;13.9;;;;;0.7;0.4;;;
Assegai tree/ Umlahleni/ Cape Lancewood, fruit flesh, raw;74.4;4;0.5;14.7;;;;;4.7;1.7;;;
Nara, fruit flesh, raw;84;1.4;0.3;11.7;;;;;1;1.6;;;
Gemsbok cucumber, fruit flesh, raw;90.6;1.3;0.2;4.8;;;;;2.1;1;;;
Tsama melon, fruit flesh, raw;94.2;0.4;0.04;3.1;;;;;1.2;1.1;;;
Wild spinach, fruit flesh, raw;91.7;1.8;1;2.6;;;;;2.1;0.8;;;
Ivy Gourd/ Scarlet Gourd/ Scarlet-Fruited Gourd, fruit flesh, raw;90.3;1.8;1.3;3.9;;;;;1.9;0.8;;;
Borobohlolo, fruit flesh, raw;87.6;2.4;0.3;16.8;;;;;1.7;1.2;;;
Fruit flesh, raw;;;;;;;;;;;;;
Fruit flesh, raw;88.2;2.8;1.6;3.3;;;;;2.9;1.2;;;
The horned melon/ African horned cucumber or melon/ jelly melon/ hedged gourd/ English tomato/ melano/ kiwano, fruit flesh, raw ;91;1.1;0.7;5.2;;;;;1.1;0.9;;;
Fruit flesh, raw;92.2;1.5;0.3;4.1;;;;;1.1;0.8;;;
Calabash/ bottle gourd/ opo squash/ long melon , fruit flesh, raw;87.8;1.2;0.1;9.3;;;;;0.7;0.9;;;
African cucumber/ balsam apple/ balsam pear/ balsamina/ southern balsam pear, fruit flesh, raw;89.4;2;0.1;5.1;;;;;1.8;1.6;;;
Air potato, fruit flesh, raw;68.9;3.3;0.4;25.1;;;;;1;1.3;;;
Sand apple, fruit flesh, raw;60.1;;;;;;;;;;;;
Poison star-apple, fruit flesh, raw;68.2;1.3;0.2;27.7;;;;;1.1;1.5;;;
Bluebush/ star-apple/ monkey plum, fruit flesh, raw;78;0.9;0.1;16.5;;;;;3.5;1;;;
African ebony/ Jackal-berry, fruit flesh, raw;69;1.1;0.4;22;;;;;6.2;1.3;;;
Fruit flesh, raw;56.5;1.7;0.6;27.1;;;;;12.1;2;;;
Fruit flesh, raw;76.7;0.8;0.2;19.9;;;;;1.7;0.7;;;
False blackbark, fruit flesh, raw;62;1.8;0.2;30.6;;;;;4.2;1.2;;;
Blue guarri, fruit flesh, raw;81.2;;;;;;;;;1;;;
Natal guarri/ Natal ebony/ large-leaved guarri, fruit flesh, raw;71.3;0.6;0.2;26.3;;;;;0.6;1;;;
Black ebony, fruit flesh, raw;68.5;1.6;0.1;27.8;;;;;0.7;1.3;;;
Fruit flesh, raw;65.3;1.4;0.3;27.4;;;;;4.3;1.3;;;
Tassel berry, fruit flesh, raw;93.7;0.4;0.1;3.8;;;;;0.9;1.1;;;
Coastal Golden-leaf, fruit flesh, raw;81.1;0.9;0.1;15.6;;;;;1.9;0.4;;;
Fruit flesh, raw;81.7;1.2;0.7;13.1;;;;;2.6;0.7;;;
Sugar plum, fruit flesh, raw;79.4;0.6;0.2;15.4;;;;;3.9;0.5;;;
Kei apple, fruit flesh, raw;85.9;0.4;0.4;12.7;;;;;0.3;0.3;;;
Natal Apricot, fruit flesh, raw;87.4;0.6;0.1;11.1;;;;;0.4;0.4;;;
Sourberry, fruit flesh, raw;90.4;;;;;;;;;;;;
Governor’s plum/ batoko plum/ Indian plum, fruit flesh, raw ;71.8;0.9;1;5;;;;;20.7;0.6;;;
Jackal food, fruit flesh, raw;69.9;1.7;2;18.3;;;;;5.9;2.2;;;
Corky monkey-orange, fruit flesh, raw;80.4;0.7;0.1;17.4;;;;;0.9;0.5;;;
Black monkey orange, fruit flesh, raw;73.7;1;4.2;14.6;;;;;5.4;1.1;;;
Spine-leaved monkey-orange, fruit flesh, raw;72.1;1.1;0.8;18.9;;;;;6.2;1;;;
Spiny Monkey-orange/ Green Monkey Orange, fruit flesh, raw;78.8;2.7;0.1;15.2;;;;;1.4;1.8;;;
African Chewing Gum/ Snot Apple/ Tree Hibiscus, fruit flesh, raw;14.3;5.1;0.5;55.8;;;;;19.8;4;;;
Cape ash, fruit flesh, raw;74.6;1.4;0.6;19.3;;;;;2.5;1.6;;;
Ice plant/ Highway Ice Plant/ Pigface/ Hottentot Fig, fruit flesh, raw;69.2;2.1;0.3;24.3;;;;;1.7;2.4;;;
Large-leaved rock fig, fruit flesh, raw;85.2;0.7;0.9;9.5;;;;;3;0.7;;;
Red-leaved rock fig, fruit flesh, raw;75.2;1.6;1.1;11.1;;;;;9.7;1.3;;;
Giant-leaved fig, fruit flesh, raw;81.2;0.9;0.5;11.7;;;;;4.1;1.5;;;
Broom-cluster fig/ Cape fig, fruit flesh, raw;87;1.1;0.4;5.7;;;;;4.5;1.3;;;
Common cluster fig/ Sycomore fig, fruit flesh, raw;82.7;1.4;0.5;10;;;;;4.3;1.1;;;
Bark-cloth fig/ common wild fig/ strangler fig, fruit flesh, raw;77.9;1.3;1;8.9;;;;;8.9;2;;;
False assegai, fruit flesh, raw;67.2;3.7;7.2;12.2;;;;;8;1.7;;;
Cape Beech/ IsiCalabi, fruit flesh, raw;81.8;1.5;2.2;12;;;;;1.6;0.9;;;
Fruit flesh, raw;85.9;0.8;0.3;9.3;;;;;3;0.7;;;
Dune myrtle, fruit flesh, raw;68.6;0.9;0.4;27.7;;;;;1.4;1;;;
Water berry, fruit flesh, raw;85.8;0.6;0.2;11.1;;;;;1.5;0.8;;;
Malabar Plum, fruit flesh, raw;84.8;0.9;0.1;12.2;;;;;1.4;0.6;;;
Peeling plane, fruit flesh, raw;63.2;6.3;7.5;20.6;;;;;1.5;0.9;;;
Yellow Plum/ Sea Lemon, fruit flesh, raw;64.8;2.8;0.8;28.5;;;;;1.2;1.9;;;
Sour, Natal or money plum, fruit flesh, raw;77.4;1.9;1.5;17;;;;;0.9;1.3;;;
Sickle-leaved Yellowwood/ False Yellowwood, fruit flesh, raw;72.7;3;0.3;17.6;;;;;5.2;1.2;;;
Tortoise berry, fruit flesh, raw;85.1;0.5;0.4;6.5;;;;;6.6;0.9;;;
Bird-plum/ Brown ivory, fruit flesh, raw;78.8;1.1;0.6;15.7;;;;;2.8;1;;;
Pink Ivory/ Red Ivory, fruit flesh, raw;76.3;1.1;0.1;20.7;;;;;0.7;1.1;;;
Shiny-leaf Buckthorn, fruit flesh, raw;76.7;;;;;;;;;;;;
Cat Thorn, fruit flesh, raw;76;0.6;0.1;20.9;;;;;1.3;1.1;;;
Buffalo Thorn, fruit flesh, raw;56.4;3.8;0.5;34.4;;;;;2.1;3.2;;;
Green-twigs quar, fruit flesh, raw;51.3;2.7;0.1;41.9;;;;;2.7;1.3;;;
Turkey-berry, fruit flesh, raw;84.2;;;;;;;;;;;;
Strawberry bush, whole fruit, raw;83.4;0.7;0.3;11.5;;;;;3.6;0.5;;;
Wild date, fruit flesh, raw;66.2;1.4;0.7;26.5;;;;;3.9;1.3;;;
Mountain medlar, fruit flesh, raw;69.6;1.3;1;16.1;;;;;11.2;0.8;;;
Wild Medlar/ African Medlar, fruit flesh, raw;64.4;1.4;0.1;28;;;;;4.7;1.4;;;
Toothbrush tree/ mustard tree, fruit flesh, raw;70.8;1.9;0.6;24;;;;;1.1;1.6;;;
Bastard Currant/ Bastard Taaibos/ False Currant, fruit flesh, raw;73.4;2.4;0.4;20.8;;;;;2.1;0.9;;;
Jacket plum/ Indaba tree/ bushveld cherry, fruit flesh, raw;89;;;;;;;;;0.7;;;
Wild plum, fruit flesh, raw;74.3;0.9;0.6;21.5;;;;;2;0.7;;;
Fluted milkwood, fruit flesh, raw;58.2;2.7;3.5;32;;;;;1.9;1.1;;;
Milk-pear, fruit flesh, raw;75.4;2.6;1.7;17;;;;;1.9;1.4;;;
Zulu milkberry, fruit flesh, raw;71.4;;;;;;;;;;;;
Forest milkberry, fruit flesh, raw;71;2.1;1.9;21.6;;;;;2.1;1.3;;;
Lowveld milkberry, fruit flesh, raw;70.4;;;;;;;;;;;;
Coastal Red Milkwood, fruit flesh, raw;69.7;0.8;0.6;25.7;;;;;1.9;1.3;;;
Bush red-milkwood, fruit flesh, fruit, raw;70.2;1.9;0.3;22.9;;;;;3;1.7;;;
Red milkwood, fruit flesh, raw;66.4;1.2;0.6;26.3;;;;;3.9;1.6;;;
Masethole or White Milkwood, fruit flesh, raw;70.2;4.3;4.4;17.3;;;;;1.5;2.3;;;
Cape gooseberry/ Inca berry/ Aztec berry/ golden berry/ giant ground cherry/ Peruvian groundcherry/ Peruvian cherry, whole fruit, raw;77.9;2.3;0.9;13.9;;;;;3.6;1.4;;;
Brandy bush/ Velvet raisin, fruit flesh and skin, raw;74.7;2.1;0.1;20;;;;;2;1;;;
Fruit flesh and skin, raw;69.6;2.4;0.6;23.5;;;;;1.8;2.1;;;
Mallow raisin/ Mallow-leaved cross-berry, fruit flesh and skin, raw;70;3.3;0.2;22.6;;;;;1.9;2;;;
Pigeon Wood/ Tree Peach, fruit flesh, raw;74.1;4.5;0.5;21.3;;;;;1.8;2.3;;;
Fruit flesh, raw;79;;;;;;;;;;;;
Small lantana, whole fruit, raw;66.8;2.9;3.4;19.6;;;;;3.8;3.5;;;
Chocolate berry, fruit flesh, dried, raw;13.2;3.2;0.7;72.2;;;;;5.2;5.5;;;
Fruit flesh, raw;72;1.1;0.3;22.4;;;;;2.8;1.4;;;
Fruit flesh, raw;96.1;0.4;0.1;2.6;;;;;0.6;0.2;;;
Fruit flesh, raw;90.4;0.4;0.2;7.4;;;;;0.7;0.9;;;
Fruit flesh, raw;92;0.5;0.1;5.5;;;;;0.9;1;;;
Baobab, fruit flesh, raw;81.5;0.9;0.1;13.8;;;;;2;1.7;;;
Pods, raw;83.7;1.9;1.3;6.3;;;;;5.1;1.7;;;
Pods, Microloma saggitum, raw;74.3;4.3;0.5;15.6;;;;;3.3;2;;;
Pods, Orbea namaquensis, raw;87.4;1.3;0.5;6.7;;;;;3.3;0.8;;;
Kuni-bush, whole berries with milk, raw;65.1;2.7;2.9;21.3;;;;;6.8;1.2;;;
Senegal Date Palm, fruit flesh, raw;36.1;3.2;0.7;46.3;;;;;9.8;3.9;;;
Date palm, Naghal, immature green, fresh, raw;80.1;1.1;0.1;;5.1;;;;;0.8;;;
Date palm, Naghal, mature full coloured, fresh, raw;54.5;1.6;0.1;;30.6;;;;;1;;;
Date palm, Naghal, soft brown, fresh, raw;44.1;2;0.2;;44.2;;;;;1.2;;;
Date palm, Naghal, hard raisin-like stage, fresh, raw;9.2;2.7;0.2;;44.3;;;;;1.9;;;
Date palm, Buchibal, immature green, fresh, raw;83.7;1;0.1;;5.1;;;;;0.7;;;
Date palm, Buchibal, mature full coloured, fresh, raw;76.5;0.9;0.1;;18.8;;;;;0.5;;;
Date palm, Buchibal, soft brown, fresh, raw;35.9;2.1;0.1;;49;;;;;1.1;;;
Date palm, Buchibal, hard raisin-like stage, fresh, raw;18;2.2;0.2;;55.1;;;;;1.5;;;
Date palm, Khunaizy, immature green, fresh, raw;84.2;1.1;0.1;;6.4;;;;;0.7;;;
Date palm, Khunaizy, mature full coloured, fresh, raw;66.5;1.1;0.1;;23.4;;;;;0.8;;;
Date palm, Khunaizy, soft brown, fresh, raw;37.9;1.9;0.1;;46.2;;;;;1.2;;;
Date palm, Khunaizy, hard raisin-like stage, fresh, raw;25.1;3;0.1;;53.9;;;;;1.4;;;
Date palm, Khulas, immature green, fresh, raw;83.7;0.8;0.1;;7;;;;;0.7;;;
Date palm, Khulas, mature full coloured, fresh, raw;58.9;1.1;0.1;;31.9;;;;;0.9;;;
Date palm, Khulas, soft brown, fresh, raw;41.3;1.1;0.1;;46.1;;;;;1;;;
Date palm, Khulas, hard raisin-like stage, fresh, raw;22.3;2.1;0.1;;57;;;;;1.4;;;
Date palm, Gush, immature green, fresh, raw;85.1;0.7;0.1;;5.3;;;;;0.6;;;
Date palm, Rabei, mature full coloured, fresh, raw;64.1;1;0.1;;24.9;;;;;1;;;
Date palm, Rabei, soft brown, fresh, raw;44.7;1.4;0.1;;48.1;;;;;1.1;;;
Date palm, Rabei, hard raisin-like stage, fresh, raw;25.5;2;0.2;;49.9;;;;;1.6;;;
Date palm, Hilali, immature green, fresh, raw;84.6;0.9;0.1;;3.4;;;;;0.7;;;
Date palm, Ahmr, mature full coloured, fresh, raw;74;0.9;0;;23;;;;;0.6;;;
Date palm, Ahmr, soft brown, fresh, raw;45.8;1.5;0.1;;43.6;;;;;1;;;
Date palm, Ahmr, hard raisin-like stage, fresh, raw;31.1;2.2;0.1;;64.1;;;;;1.6;;;
Date palm, Bahri, immature green, fresh, raw;83.2;1.1;0.1;;7.7;;;;;0.8;;;
Date palm, Bahri, mature full coloured, fresh, raw;62.6;0.4;0.1;;31.1;;;;;0.9;;;
Date palm, Bahri, soft brown, fresh, raw;39.7;1.8;0.2;;40.8;;;;;1.1;;;
Date palm, Bahri, hard raisin-like stage, fresh, raw;29.5;2.3;0.1;;57.2;;;;;1.5;;;
Date palm, Lulu, immature green, fresh, raw;81.7;1.3;0.1;;7.6;;;;;0.8;;;
Date palm, Lulu, mature full coloured, fresh, raw;62.2;1.1;0.1;;29.7;;;;;0.7;;;
Date palm, Lulu, soft brown, fresh, raw;45.2;1.6;0.2;;43.9;;;;;1;;;
Date palm, Lulu, hard raisin-like stage, fresh, raw;21.3;2.4;0.2;;57.7;;;;;1.3;;;
Date palm, Fard, immature green, fresh, raw;82.7;0.9;0.1;;5.6;;;;;0.8;;;
Date palm, Fard, mature full coloured, fresh, raw;72.1;1;0;;27.1;;;;;1;;;
Date palm, Fard, soft brown, fresh, raw;37.6;1.5;0.2;;50.1;;;;;1.3;;;
Date palm, Fard, hard raisin-like stage, fresh, raw;27.7;2.1;0.1;;59.5;;;;;1.8;;;
Date palm, Naghal, immature green, fresh, raw;85.5;0.8;0.1;;7;;;;;0.6;;;
Date palm, Hilali, mature full coloured, fresh, raw;57;1.3;0.1;;31.8;;;;;1;;;
Date palm, Hilali, soft brown, fresh, raw;48.9;1.2;0.1;;44.8;;;;;0.8;;;
Date palm, Hilali, hard raisin-like stage, fresh, raw;32.1;1.9;;;52.7;;;;;1.3;;;
Date palm, Khasab, immature green, fresh, raw;84.6;0.8;;;7.6;;;;;0.6;;;
Date palm, Khasab, mature full coloured, fresh, raw;72.6;1;;;22.9;;;;;0.8;;;
Date palm, Khasab, soft brown, fresh, raw;50.4;1.1;;;41.7;;;;;1;;;
Date palm, Hilali, immature green, fresh, raw;84.2;1;;;6.6;;;;;0.6;;;
Date palm, Pakistan, mature full coloured, fresh, raw;70.5;0.9;;;23.8;;;;;0.6;;;
Date palm, Pakistan, soft brown, fresh, raw;44.2;1.4;;;44.1;;;;;1.1;;;
Date palm, Pakistan, hard raisin-like stage, fresh, raw;;;;;51.4;;;;;;;;
Banana, Spanish Enana (Canary islands) AAA, yellow-green 70:30, fresh, raw;73.24;;;;10.2;;;;;;;;
Banana, Spanish Gran Enana (Canary islands) AAA, yellow-green 70:30, fresh, raw;74.04;;;;11.1;;;;;;;;
Banana, Latin-American Enana (Colombia) AAA, yellow-green 70:30, fresh, raw;76.05;;;;8.23;;;;;;;;
Banana, Pequena Enana (Tenerife) AAA, yellow, fresh, raw;77.75;;;;17.9;;;;;1;;;
Banana, Gran Enana (Tenerife) AAA, yellow, fresh, raw;77.45;;;;16.83;;;;;0.97;;;
Banana, Gran Enana (Ecuador) AAA, yellow, fresh, raw;77.5;;;;16.04;;;;;0.7;;;
Banana, Bluggoe ABB, dark green, raw;68;;;;;;;;;8.416;;;
Banana, Dwarf Kalapua ABB, drak green, raw;58.44;;;;;;;;;8.68604;;;
Banana, French Sombre AAB, dark green, raw;59.62;;;;;;;;;6.82422;;;
Banana, Bluggoe ABB, pale green with yellow tips, raw;67.48;;;;;;;;;8.48772;;;
Banana, Dwarf Kalapua ABB, pale green with yellow tips, raw;57.99;;;;;;;;;8.94813;;;
Banana, French Sombre AAB, pale green with yellow tips, raw;58.2;;;;;;;;;7.9838;;;
Banana, Bluggoe ABB, more green than yellow, raw;68.2;;;;;;;;;8.2998;;;
Banana, Dwarf Kalapua ABB, more green than yellow, raw;57.27;;;;;;;;;9.05876;;;
Banana, French Sombre AAB, more green than yellow, raw;59.6;;;;;;;;;7.474;;;
Banana, Bluggoe ABB, more yellow than green, raw;69.22;;;;;;;;;8.34138;;;
Banana, Dwarf Kalapua ABB, more yellow than green, raw;58.25;;;;;;;;;7.849;;;
